people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
6673,Taxation,,,,,,0,,1,Rep,,0,0,,,0,1392
6674,Appropriations,,,,,,0,,1,Rep,,0,0,,,0,1369
6675,Transportation,,,,,,0,,1,Rep,,0,0,,,0,1393
6677,"Local Government",,,,,,0,,1,Rep,,0,0,,,0,1388
6683,"Agriculture and Natural Resources",,,,,,0,,1,Rep,,0,0,,,0,1367
6684,Insurance,,,,,,0,,1,Rep,,0,0,,,0,1384
6686,"Corrections and Juvenile Justice",,,,,,0,,1,Rep,,0,0,,,0,1372
6688,"Federal and State Affairs",,,,,,0,,1,Rep,,0,0,,,0,1378
6689,Elections,,,,,,0,,1,Rep,,0,0,,,0,1376
6694,"Elaine Bowers",Elaine,S.,Bowers,,,2,R,2,Sen,SD-036,13000542,68331,,Elaine_Bowers,249060,0
6698,"Sydney Carlin",Sydney,,Carlin,,,1,D,1,Rep,HD-066,6408970,18618,,Sydney_Carlin,212289,0
6724,"Cindy Neighbor",Cindy,,Neighbor,,,1,D,1,Rep,HD-018,6474268,34808,,Cindy_Neighbor,212280,0
6732,"Louis Ruiz",Louis,E.,Ruiz,,,1,D,1,Rep,HD-031,6464705,34820,,Louis_Ruiz,226766,0
6733,"Tom Sawyer",Tom,,Sawyer,,,1,D,1,Rep,HD-095,6409235,7023,,Tom_Sawyer_(Kansas),212277,0
6743,"Valdenia Winn",Valdenia,C.,Winn,,,1,D,1,Rep,HD-034,6409411,34866,,Valdenia_Winn,208517,0
6751,Education,,,,,,0,,1,Rep,,0,0,,,0,1374
6754,Judiciary,,,,,,0,,1,Rep,,0,0,,,0,1386
6755,"Health and Human Services",,,,,,0,,1,Rep,,0,0,,,0,1382
6765,"Steven Huebert",Steven,C.,Huebert,,,2,R,1,Rep,HD-090,6612345,18585,,Steve_Huebert,208821,0
6774,"Virgil Peck",Virgil,,Peck,Jr.,,2,R,2,Sen,SD-015,6612606,34716,,"Virgil_Peck,_Jr.",226757,0
6783,"Social Services Budget",,,,,,0,,1,Rep,,0,0,,,0,1391
6803,"Barbara Ballard",Barbara,W.,Ballard,,,1,D,1,Rep,HD-044,6408945,6927,,Barbara_Ballard,194636,0
6816,"Joe Seiwert",Joe,,Seiwert,,,2,R,1,Rep,HD-101,6677634,107323,,Joe_Seiwert,268174,0
6831,"David Haley",David,,Haley,,,1,D,2,Sen,SD-004,6409048,6965,,David_Haley,194626,0
6835,"Ways and Means",,,,,,0,,2,Sen,,0,0,,,0,1414
6836,"Oletha Faust-Goudeau",Oletha,,Faust-Goudeau,,,1,D,2,Sen,SD-029,6409034,34890,,Oletha_Faust-Goudeau,268213,0
6838,"Ty Masterson",Ty,,Masterson,,,2,R,2,Sen,SD-016,6671671,57517,,Ty_Masterson,241430,0
6839,"Public Health and Welfare",,,,,,0,,2,Sen,,0,0,,,0,1411
6840,Judiciary,,,,,,0,,2,Sen,,0,0,,,0,1407
6841,"Federal and State Affairs",,,,,,0,,2,Sen,,0,0,,,0,1404
6842,Commerce,,,,,,0,,2,Sen,,0,0,,,0,1400
6845,Education,,,,,,0,,2,Sen,,0,0,,,0,1402
6846,Transportation,,,,,,0,,2,Sen,,0,0,,,0,1412
6847,Utilities,,,,,,0,,2,Sen,,0,0,,,0,1413
6848,"Financial Institutions and Insurance",,,,,,0,,2,Sen,,0,0,,,0,1405
6853,"Assessment and Taxation",,,,,,0,,2,Sen,,0,0,,,0,1398
6856,"Marci Francisco",Marci,,Francisco,,,1,D,2,Sen,SD-002,6464512,34489,,Marci_Francisco,226794,0
6871,"Mike Petersen",Mike,,Petersen,,,2,R,2,Sen,SD-028,6625947,12657,,Mike_Petersen_(Kansas),226809,0
12086,"Agriculture and Natural Resources Budget",,,,,,0,,1,Rep,,0,0,,,0,1368
12181,"Government Efficiency",,,,,,0,,1,Rep,,0,0,,,0,1381
12663,"Richard Billinger",Richard,,Billinger,,Rick,2,R,2,Sen,SD-040,6700179,128532,,Rick_Billinger,329063,0
12681,"Kyle Hoffman",Kyle,D.,Hoffman,,,2,R,1,Rep,HD-116,6690980,125232,,Kyle_Hoffman,293943,0
12698,"Caryn Tyson",Caryn,,Tyson,,,2,R,2,Sen,SD-012,6665784,34467,,Caryn_Tyson,293826,0
12904,"Joint Committee on Special Claims Against the State",,,,,,0,,3,Jnt,,0,0,,,0,1432
13823,"Legislative Post Audit",,,,,,0,,3,Jnt,,0,0,,,0,1429
14861,"Pat Pettey",Pat,Huggins,Pettey,,,1,D,2,Sen,SD-006,6421497,7013,,Pat_Pettey,424106,0
15056,"Commerce, Labor and Economic Development",,,,,,0,,1,Rep,,0,0,,,0,2782
15637,"John Alcala",John,,Alcala,,,1,D,1,Rep,HD-057,13703446,73317,,John_Alcala,425289,0
15644,"Will Carpenter",Will,G.,Carpenter,,,2,R,1,Rep,HD-075,13011943,86398,,Will_Carpenter,425312,0
15645,"J.R. Claeys",J.R.,,Claeys,,,2,R,2,Sen,SD-024,13010833,125027,,J.R._Claeys,425304,0
15646,"Stephanie Clayton",Stephanie,,Sawyer-Clayton,,,1,D,1,Rep,HD-019,6690817,125047,,Stephanie_Clayton,293843,0
15648,"Ken Corbet",Ken,,Corbet,,,2,R,1,Rep,HD-054,13703442,138058,,Ken_Corbet,410321,0
15658,"Dan Hawkins",Dan,,Hawkins,,,2,R,1,Rep,HD-100,13703488,140839,,Daniel_Hawkins_(Kansas),425334,0
15677,"Ronald Ryckman",Ronald,,Ryckman,Sr.,,2,R,2,Sen,SD-038,13703512,113957,,Ronald_Ryckman,330119,0
15679,"Bill Sutton",William,,Sutton,,Bill,2,R,1,Rep,HD-043,13703429,138061,,Bill_Sutton,410309,0
15682,"Troy Waymaster",Troy,L.,Waymaster,,,2,R,1,Rep,HD-109,8920028,140852,,Troy_L._Waymaster,420124,0
15683,"Virgil Weigel",Virgil,,Weigel,,,1,D,1,Rep,HD-056,13703445,140799,,Virgil_Weigel,425287,0
16173,"John Carmichael",John,,Carmichael,,,1,D,1,Rep,HD-092,8770083,151210,,John_Carmichael_(Kansas),471426,0
16233,"Pam Curtis",Pam,,Curtis,,,1,D,1,Rep,HD-032,24844618,151914,,Pam_Curtis,490032,0
17011,"Richard Wilborn",Richard,,Wilborn,,,2,R,1,Rep,HD-073,7911683,152461,,Rick_Wilborn,523796,0
17259,"Blake Carpenter",Blake,,Carpenter,,,2,R,1,Rep,HD-081,24844661,152996,,Blake_Carpenter,500386,0
17389,"Shannon Francis",Shannon,G.,Francis,,,2,R,1,Rep,HD-125,24844706,85931,,Shannon_Francis,499612,0
17393,"Jarrod Ousley",Jarrod,,Ousley,,,1,D,1,Rep,HD-024,24844614,152963,,Jarrod_Ousley,500838,0
17579,"Kristey Williams",Kristey,S.,Williams,,,2,R,1,Rep,HD-077,8812946,152437,,Kristey_Williams,499611,0
17602,"Charles Smith",Charles,,Smith,,Chuck,2,R,1,Rep,HD-003,24844589,171752,,Charles_Smith_(Maryland),500350,0
17847,"Ken Rahjes",Ken,,Rahjes,,,2,R,1,Rep,HD-110,40609442,167130,,Ken_Rahjes,408869,0
17848,"Henry Helgerson",Henry,,Helgerson,,,1,D,1,Rep,HD-083,6421376,6969,,Henry_Helgerson,194678,0
18441,"KC Ohaebosim",KC,,Ohaebosim,,,1,D,1,Rep,HD-089,6494084,107061,,KC_Ohaebosim,415749,0
18651,"Dinah Sykes",Dinah,H.,Sykes,,,1,D,2,Sen,SD-021,40609508,171684,,Dinah_Sykes,556650,0
18835,"Energy, Utilities and Telecommunications",,,,,,0,,1,Rep,,0,0,,,0,3553
18836,"Adam Smith",Adam,W.,Smith,,,2,R,1,Rep,HD-120,24844703,116224,,Adam_Smith_(Kansas),500398,0
