people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
2202,"Terry Alexander",Terry,,Alexander,,,1,D,1,Rep,HD-059,13006428,56704,,Terry_Alexander,249815,0
2203,"Karl Allen",Karl,B.,Allen,,,1,D,2,Sen,SD-007,6377625,47878,,Karl_Allen,205934,0
2205,"Carl Anderson",Carl,L.,Anderson,,,1,D,1,Rep,HD-103,13006528,48270,,Carl_Anderson_(South_Carolina),227515,0
2208,"Nathan Ballentine",Nathan,,Ballentine,,,2,R,1,Rep,HD-071,6660566,47966,,Nathan_Ballentine,228557,0
2209,"Bruce Bannister",Bruce,W.,Bannister,,,2,R,1,Rep,HD-024,6669937,59275,,Bruce_Bannister,240655,0
2225,"William Clyburn",William,,Clyburn,,Bill,1,D,1,Rep,HD-082,756743,4006,,William_Clyburn_Sr.,198815,0
2226,"Gilda Cobb-Hunter",Gilda,,Cobb-Hunter,,,1,D,1,Rep,HD-095,6377713,4005,,Gilda_Cobb-Hunter,198800,0
2232,"Chandra Dillard",Chandra,E.,Dillard,,,1,D,1,Rep,HD-023,13006348,77602,,Chandra_Dillard,272009,0
2235,"Shannon Erickson",Shannon,S.,Erickson,,,2,R,1,Rep,HD-124,13006579,101096,,Shannon_Erickson,259122,0
2239,"Michael Gambrell",Michael,W.,Gambrell,,Mike,2,R,2,Sen,SD-004,6669972,56638,,Michael_Gambrell,249799,0
2240,"Wendell Gilliard",Wendell,G.,Gilliard,,,1,D,1,Rep,HD-111,13006541,78936,,Wendell_Gilliard,272022,0
2241,"Jerry Govan",Jerry,N.,Govan,Jr.,,1,D,1,Rep,HD-093,12403301,8501,,Jerry_Govan_Jr.,198830,0
2248,"Christopher Hart",Christopher,R.,Hart,,Chris,1,D,1,Rep,HD-073,13006465,56705,,Christopher_Hart,249823,0
2250,"Jackie Hayes",Jackie,E.,Hayes,,Coach,1,D,1,Rep,HD-055,6377783,24996,,Jackie_Hayes,198789,0
2252,"William Herbkersman",William,G.,Herbkersman,,Bill,2,R,1,Rep,HD-118,6602517,47897,,Bill_Herbkersman,212553,0
2253,"Davey Hiott",Davey,R.,Hiott,,David,2,R,1,Rep,HD-004,6660621,47851,,Davey_Hiott,227502,0
2256,"Lonnie Hosey",Lonnie,,Hosey,,,1,D,1,Rep,HD-091,6377816,15258,,Lonnie_Hosey,198648,0
2257,"Leon Howard",Leon,,Howard,,,1,D,1,Rep,HD-076,6377824,8610,,Leon_Howard,198810,0
2264,"John King",John,R.,King,,,1,D,1,Rep,HD-049,6399425,57918,,John_King_(South_Carolina),272016,0
2271,"Phillip Lowe",Phillip,D.,Lowe,,,2,R,1,Rep,HD-060,13006429,60353,,Phillip_Lowe_(South_Carolina),249817,0
2280,"Dennis Moss",Dennis,Carroll,Moss,,,2,R,1,Rep,HD-029,6476398,59289,,Dennis_Moss_(South_Carolina),249807,0
2294,"Rex Rice",Rex,Fontaine,Rice,,,2,R,2,Sen,SD-002,6574016,8939,,Rex_Rice,198762,0
2295,"Todd Rutherford",James,Todd,Rutherford,,Todd,1,D,1,Rep,HD-074,8298907,25057,,James_Rutherford,198808,0
2302,"Murrell Smith",Murrell,,Smith,Jr.,,2,R,1,Rep,HD-067,13006450,121732,,George_Smith_Jr.,205943,0
2308,"Leonidas Stavrinakis",Leonidas,E.,Stavrinakis,,Leon,1,D,1,Rep,HD-119,13006560,59396,,Leonidas_Stavrinakis,249831,0
2316,"David Weeks","J. David",,Weeks,,David,1,D,1,Rep,HD-051,13006416,47971,,J._David_Weeks,661716,0
2319,"William Whitmire",William,R.,Whitmire,,Bill,2,R,1,Rep,HD-001,13006297,47969,,Bill_Whitmire,212539,0
2320,"Robert Williams",Robert,Q.,Williams,,,1,D,1,Rep,HD-062,6513334,130663,,Robert_Williams_(South_Carolina_Representative),249819,0
2321,"Mark Willis",Mark,N.,Willis,,,2,R,1,Rep,HD-016,6670052,57624,,Mark_Willis,272004,0
2324,"Thomas Young",Thomas,R.,Young,Jr.,Tom,2,R,2,Sen,SD-024,6676117,105039,,Tom_Young_(South_Carolina),272019,0
2325,"Thomas Alexander",Thomas,C.,Alexander,,,2,R,2,Sen,SD-001,6610749,3941,,Thomas_Alexander,198691,0
2330,"George Campsen",George,E.,Campsen,III,Chip,2,R,2,Sen,SD-043,13006545,11920,,George_Campsen,198847,0
2334,"Ronnie Cromer",Ronnie,W.,Cromer,,,2,R,2,Sen,SD-018,6614090,25065,,Ronnie_Cromer,216655,0
2335,"Thomas Davis",Thomas,C.,Davis,,Tom,2,R,2,Sen,SD-046,6676018,104980,,Tom_Davis_(South_Carolina),271995,0
2339,"Lawrence Grooms",Lawrence,K.,Grooms,,Larry,2,R,2,Sen,SD-037,6585286,15260,,Lawrence_Grooms,198727,0
2341,"Bradley Hutto","C. Bradley",,Hutto,,Brad,1,D,2,Sen,SD-040,6388457,11943,,Brad_Hutto,198730,0
2342,"Darrell Jackson",Darrell,,Jackson,,,1,D,2,Sen,SD-021,13013529,3957,,Darrell_Jackson_(South_Carolina),198711,0
2350,"Shane Martin",Shane,R.,Martin,,,2,R,2,Sen,SD-013,13013522,104962,,Shane_Martin,271994,0
2351,"Shane Massey","A. Shane",,Massey,,Shane,2,R,2,Sen,SD-025,13013535,101903,,Shane_Massey,260245,0
2358,"Harvey Peeler",Harvey,Smith,Peeler,Jr.,,2,R,2,Sen,SD-014,6585180,4020,,Harvey_Peeler,198704,0
2360,"Luke Rankin",Luke,A.,Rankin,Sr.,,2,R,2,Sen,SD-033,6442225,3972,,Luke_Rankin_(South_Carolina_state_senator),198723,0
2369,"Danny Verdin",Danny,B.,Verdin,III,,2,R,2,Sen,SD-009,6585232,48080,,Daniel_Verdin,206267,0
2370,"Kent Williams",Kent,M.,Williams,,,1,D,2,Sen,SD-030,6457174,47956,,"Kent_Williams,_South_Carolina_Senator",227525,0
10949,"William Hixon",William,M.,Hixon,,Bill,2,R,1,Rep,HD-083,6687268,121738,,Bill_Hixon,292703,0
10951,"Christopher Murphy",Christopher,J.,Murphy,,Chris,2,R,1,Rep,HD-098,6687301,97738,,Chris_Murphy_(South_Carolina),293520,0
10954,"Bill Taylor",Bill,,Taylor,,,2,R,1,Rep,HD-086,13006490,121739,,Bill_Taylor_(South_Carolina),293251,0
11118,"Thomas Corbin",Thomas,D.,Corbin,,Tom,2,R,2,Sen,SD-005,13006339,121705,,Tom_Corbin_(South_Carolina),292677,0
11216,"William Chumley",William,M.,Chumley,,Bill,2,R,1,Rep,HD-035,6607855,150169,,Bill_Chumley,308905,0
11219,"Thomas Pope",Thomas,E.,Pope,,Tommy,2,R,1,Rep,HD-047,6687222,121790,,Tommy_Pope,308909,0
11221,"Ronnie Sabb",Ronnie,A.,Sabb,,,1,D,2,Sen,SD-032,1813834,121747,,Ronnie_Sabb,290473,0
13691,"Labor, Commerce and Industry",,,,,,0,,2,Sen,,0,0,,,0,729
13702,"Ways and Means",,,,,,0,,1,Rep,,0,0,,,0,716
13712,Education,,,,,,0,,2,Sen,,0,0,,,0,720
13722,"Fish, Game and Forestry",,,,,,0,,2,Sen,,0,0,,,0,723
13754,Rules,,,,,,0,,1,Rep,,0,0,,,0,715
13953,Transportation,,,,,,0,,2,Sen,,0,0,,,0,733
14032,"Stephen Goldfinch",Stephen,L.,Goldfinch,Jr.,,2,R,2,Sen,SD-034,11023587,139491,,Stephen_Goldfinch_Jr.,410944,0
14033,"Kevin Hardee",Kevin,,Hardee,,,2,R,1,Rep,HD-105,13006530,94982,,Kevin_J._Hardee,410940,0
14070,"Greg Hembree",Greg,,Hembree,,,2,R,2,Sen,SD-028,8362218,139435,,Greg_Hembree,410167,0
14186,"Sean Bennett",Sean,M.,Bennett,,,2,R,2,Sen,SD-038,11023620,139441,,Sean_Bennett,410277,0
14187,"Beth Bernstein",Beth,E.,Bernstein,,,1,D,1,Rep,HD-078,13006475,139541,,Beth_Bernstein,427445,0
14298,"Craig Gagnon",Craig,A.,Gagnon,,,2,R,1,Rep,HD-011,11023547,139451,,Craig_Gagnon,410181,0
14300,"Heather Crawford",Heather,Ammons,Crawford,,,2,R,1,Rep,HD-068,11023570,140708,,Heather_Ammons_Crawford,410772,0
14301,"Weston Newton","Wm. Weston",,Newton,,Weston,2,R,1,Rep,HD-120,7991767,95106,,Weston_Newton,410951,0
14450,"Ross Turner",Ross,,Turner,,,2,R,2,Sen,SD-008,8278129,139420,,Ross_Turner,410122,0
15975,"James Burns",James,Mikell,Burns,,Mike,2,R,1,Rep,HD-017,15393737,144188,,Mike_Burns,454484,0
16116,"Russell Ott",Russell,L.,Ott,,,1,D,2,Sen,SD-026,18912306,144829,,Russell_L._Ott,474155,0
16246,"Banking and Insurance",,,,,,0,,2,Sen,,0,0,,,0,718
